	386	387	388	389	390	391	392	393	394	395	396	397	398	399	400	401	402	403	404	405	406	407	408	409	410	411	412	413	414	415	416	417	418	419	420	421	422	423	424	425	426	427	428	429	430	431	432	433	434	435	436	437	438	439	440	441	442	443	444	445	446	447	448	449	450	451	452	453	454	455	456	457	458	459	460	461	462	463	464	465	466	467	468	469	470	471	472	473	474	475	476	477	478	479	480	481	482	483	484	485	486	487	488	489	490	491	492	493	494	495	496	497	498	499	500	501	502	503	504	505	506	507	508	509	510
10	-0.0133889	-0.00887608	-0.000482932	0.0124401	0.0329644	0.0635628	0.106013	0.163346	0.24293	0.349934	0.468891	0.564549	0.608224	0.600743	0.573666	0.562025	0.57672	0.611877	0.662492	0.72145	0.778054	0.828948	0.874971	0.909541	0.9259	0.927342	0.922002	0.917575	0.919301	0.924151	0.922703	0.912316	0.90182	0.900555	0.909239	0.924435	0.947678	0.984464	1.03469	1.08649	1.12197	1.13506	1.13804	1.1426	1.14592	1.14158	1.12997	1.11452	1.09914	1.08797	1.0813	1.07707	1.07768	1.0898	1.11645	1.15077	1.17638	1.18056	1.17083	1.16633	1.17471	1.18844	1.19408	1.18095	1.15164	1.12637	1.12572	1.14228	1.14189	1.10595	1.05586	1.02345	1.01632	1.01909	1.01898	1.01915	1.02488	1.03267	1.03913	1.04789	1.06328	1.08308	1.10473	1.13271	1.17018	1.21069	1.24478	1.26975	1.29074	1.31499	1.34541	1.38083	1.41938	1.45521	1.47984	1.49375	1.50806	1.53208	1.56649	1.60658	1.64727	1.68833	1.7329	1.78146	1.8317	1.88296	1.93445	1.98285	2.02834	2.07333	2.11633	2.15523	2.19265	2.23092	2.26232	2.27817	2.28537	2.29855	2.31942	2.33715	2.34492	2.34525	2.34445	2.34535	2.34998
11	-0.00885361	-0.00633601	-0.00110125	0.00988658	0.0300452	0.0617042	0.105319	0.162787	0.24136	0.346294	0.465154	0.563948	0.608776	0.599007	0.570834	0.560729	0.57767	0.614102	0.664683	0.723097	0.779648	0.832303	0.879894	0.912317	0.925116	0.924415	0.918035	0.914743	0.919038	0.924882	0.92331	0.913661	0.904365	0.903994	0.913194	0.928419	0.951762	0.989328	1.03987	1.0901	1.1234	1.13482	1.13596	1.13963	1.14413	1.14203	1.13284	1.11849	1.10152	1.08809	1.08163	1.07952	1.08121	1.09176	1.11582	1.14958	1.17614	1.18081	1.17152	1.16816	1.17843	1.19358	1.198	1.18046	1.14736	1.12364	1.12767	1.14577	1.14348	1.10786	1.06147	1.0309	1.02121	1.02093	1.02117	1.02286	1.02646	1.02902	1.03233	1.04181	1.05892	1.08068	1.105	1.13481	1.1727	1.21303	1.24578	1.26726	1.28492	1.30905	1.34163	1.37983	1.42207	1.46058	1.48329	1.49253	1.50505	1.53064	1.56615	1.60668	1.64928	1.69173	1.73514	1.78173	1.83215	1.88543	1.93741	1.98487	2.02911	2.07125	2.11127	2.15025	2.1898	2.22852	2.25989	2.27867	2.28886	2.30172	2.3209	2.33702	2.34305	2.34325	2.34442	2.34762	2.35361
12	-0.00437755	9.25E-05	0.0060039	0.0167224	0.0374795	0.0692399	0.111707	0.168828	0.248311	0.354543	0.474615	0.574483	0.620758	0.611986	0.583208	0.571699	0.586271	0.620037	0.670043	0.729763	0.788308	0.841738	0.888344	0.920767	0.933543	0.930934	0.923243	0.920488	0.925656	0.931858	0.929015	0.916466	0.906863	0.909799	0.920052	0.931468	0.950935	0.98795	1.04022	1.09458	1.13239	1.14335	1.14073	1.14298	1.14764	1.1438	1.13208	1.11789	1.10361	1.09273	1.08704	1.08263	1.08075	1.09081	1.11752	1.1533	1.17964	1.18372	1.17519	1.1725	1.18004	1.19104	1.19687	1.186	1.15696	1.13105	1.13046	1.14608	1.14378	1.10774	1.05879	1.02604	1.0177	1.01976	1.0198	1.02203	1.02942	1.0345	1.03759	1.04733	1.06423	1.08303	1.10366	1.13073	1.16621	1.20448	1.23715	1.26223	1.28388	1.30861	1.34134	1.37976	1.4174	1.44961	1.47149	1.48191	1.49296	1.51845	1.55675	1.59802	1.63749	1.6765	1.71902	1.76588	1.8139	1.86364	1.91523	1.96269	2.00389	2.04135	2.07725	2.11502	2.1571	2.19845	2.22736	2.23963	2.24632	2.26116	2.28362	2.30157	2.30827	2.30765	2.30668	2.30834	2.31463
13	-0.0160242	-0.0126776	-0.006682	0.004895	0.0257972	0.0578396	0.100467	0.156151	0.233616	0.337923	0.455452	0.553332	0.599924	0.593503	0.567802	0.558942	0.576084	0.612034	0.662262	0.72055	0.777215	0.829445	0.875623	0.90842	0.924563	0.927252	0.922027	0.917977	0.921517	0.927132	0.924325	0.912974	0.903973	0.905578	0.915629	0.929606	0.95082	0.986645	1.03697	1.08937	1.12579	1.13891	1.14088	1.14493	1.1472	1.14065	1.12849	1.11473	1.10014	1.08755	1.07964	1.07577	1.07639	1.08711	1.11365	1.15074	1.17893	1.18296	1.17189	1.16653	1.17445	1.18762	1.19216	1.17726	1.14687	1.12331	1.1257	1.14251	1.13991	1.10407	1.05736	1.02654	1.01648	1.01634	1.01703	1.01894	1.02406	1.02945	1.03427	1.04394	1.06165	1.08334	1.10612	1.13383	1.16998	1.20987	1.24382	1.26835	1.28921	1.31446	1.34662	1.3836	1.42439	1.46299	1.48802	1.49944	1.51248	1.53931	1.57683	1.61702	1.65738	1.69889	1.74283	1.79021	1.84141	1.89581	1.95081	2.00159	2.04651	2.08807	2.12729	2.16586	2.20791	2.2514	2.28471	2.30036	2.30615	2.31672	2.3366	2.35515	2.3626	2.36219	2.36233	2.36621	2.37364
14	-0.0150461	-0.010815	-0.00426429	0.00733984	0.0278372	0.0589517	0.10116	0.157252	0.235351	0.340423	0.457531	0.553211	0.598051	0.591738	0.566732	0.557533	0.57402	0.610415	0.661165	0.7191	0.775647	0.828444	0.875461	0.908533	0.923364	0.924555	0.920103	0.918248	0.922094	0.926359	0.924045	0.914862	0.90627	0.905499	0.913002	0.926523	0.948835	0.986291	1.03794	1.09026	1.12532	1.13662	1.13626	1.13822	1.14095	1.13676	1.12585	1.11215	1.0975	1.08465	1.07743	1.0753	1.07649	1.0865	1.11183	1.1467	1.17369	1.1788	1.16828	1.1627	1.1717	1.18627	1.19167	1.1786	1.15075	1.12763	1.12757	1.14168	1.13839	1.10243	1.055	1.0253	1.01814	1.01889	1.01765	1.01752	1.02253	1.02916	1.03495	1.04481	1.06228	1.08418	1.10781	1.13583	1.17107	1.20957	1.2424	1.26668	1.28892	1.31509	1.34631	1.38376	1.42635	1.46462	1.48847	1.50019	1.51344	1.53874	1.57435	1.61454	1.65648	1.6993	1.74508	1.79375	1.84233	1.893	1.94735	1.99999	2.04709	2.09039	2.13186	2.17181	2.21157	2.25044	2.28043	2.2946	2.30046	2.31416	2.3371	2.35548	2.36252	2.36262	2.36327	2.368	2.37665
15	-0.020232	-0.0172583	-0.0109974	0.00104838	0.0219927	0.0534091	0.0958969	0.152654	0.230512	0.333626	0.449604	0.546301	0.592938	0.58838	0.564294	0.555412	0.571982	0.607784	0.658974	0.719371	0.778385	0.832118	0.878828	0.911521	0.926429	0.928445	0.924894	0.921612	0.92243	0.925163	0.923253	0.915049	0.907007	0.906039	0.913688	0.929604	0.954765	0.991927	1.04275	1.09655	1.13063	1.13697	1.134	1.13835	1.14557	1.14519	1.13503	1.11871	1.10153	1.08799	1.07887	1.07344	1.07393	1.08452	1.10838	1.14315	1.17275	1.17967	1.17007	1.16412	1.17018	1.18245	1.18779	1.1739	1.1441	1.12054	1.1228	1.14044	1.13867	1.10268	1.05526	1.02417	1.01552	1.01765	1.01899	1.01948	1.02327	1.02902	1.03526	1.04614	1.06327	1.08281	1.10527	1.13487	1.17108	1.20832	1.24014	1.26555	1.28969	1.31712	1.35015	1.38903	1.43007	1.46604	1.49069	1.50493	1.51805	1.54072	1.57595	1.61858	1.6629	1.70821	1.75482	1.8019	1.85214	1.90781	1.96392	2.01388	2.05774	2.09938	2.14032	2.18058	2.22222	2.26419	2.29696	2.31396	2.32223	2.33475	2.3547	2.37158	2.37817	2.37943	2.3814	2.38521	2.39291
16	-0.019612	-0.0149245	-0.0082657	0.00238616	0.0209793	0.0514507	0.0947359	0.151479	0.228192	0.331468	0.448756	0.545743	0.591839	0.587437	0.564913	0.557459	0.574433	0.61097	0.661972	0.719505	0.775379	0.829137	0.878397	0.912996	0.929254	0.93197	0.9273	0.923889	0.926443	0.929607	0.926208	0.916485	0.908399	0.908897	0.917051	0.930503	0.952888	0.989071	1.03836	1.09111	1.12908	1.14144	1.13983	1.14112	1.14431	1.14054	1.1307	1.11848	1.10358	1.08904	1.07935	1.07393	1.0732	1.08371	1.10967	1.14403	1.16993	1.17406	1.16345	1.15895	1.16912	1.18414	1.19011	1.17716	1.14742	1.12184	1.1213	1.13675	1.13412	1.09767	1.05055	1.02129	1.0139	1.01519	1.01478	1.01533	1.0217	1.02904	1.03368	1.04174	1.05864	1.0821	1.10737	1.13499	1.16951	1.20891	1.24329	1.26906	1.2919	1.31715	1.34797	1.3862	1.42864	1.4662	1.49068	1.50315	1.51578	1.54074	1.57771	1.62036	1.66596	1.7129	1.76052	1.81003	1.86019	1.90929	1.9591	2.00896	2.05589	2.1002	2.14212	2.18208	2.22351	2.26534	2.29801	2.31554	2.32504	2.33813	2.35703	2.37438	2.38315	2.38315	2.38158	2.38444	2.39166
17	-0.0206077	-0.0174044	-0.00999533	0.00352362	0.0251518	0.0558913	0.0966329	0.151509	0.228977	0.333796	0.451916	0.548593	0.594027	0.589446	0.565567	0.555817	0.572018	0.609097	0.660771	0.719539	0.776566	0.82964	0.877006	0.91077	0.927448	0.930393	0.925885	0.922967	0.925611	0.929167	0.926327	0.915094	0.904548	0.904739	0.914774	0.931015	0.956305	0.994852	1.04542	1.09772	1.13317	1.14233	1.13998	1.14264	1.14582	1.14076	1.12889	1.11349	1.09768	1.08658	1.08133	1.07838	1.07825	1.08765	1.11177	1.14579	1.17194	1.17499	1.16333	1.15776	1.16522	1.1787	1.18666	1.17587	1.14662	1.12213	1.12424	1.14189	1.1396	1.10281	1.05531	1.02542	1.01702	1.01674	1.01531	1.01519	1.01918	1.02454	1.03165	1.04384	1.06088	1.08124	1.10515	1.13426	1.16956	1.20772	1.24136	1.26755	1.29128	1.31763	1.34889	1.38643	1.42696	1.46223	1.48588	1.49894	1.51238	1.53838	1.5771	1.62078	1.66416	1.70724	1.75315	1.80257	1.85296	1.9045	1.95856	2.01176	2.05986	2.10252	2.14234	2.18284	2.22657	2.27013	2.30174	2.3162	2.32397	2.33741	2.35714	2.37457	2.38277	2.38223	2.38099	2.38436	2.3909
18	-0.0162748	-0.0113464	-0.00269185	0.0101199	0.030208	0.0601303	0.101293	0.157327	0.235252	0.339027	0.457049	0.556055	0.601273	0.592227	0.565679	0.557019	0.574754	0.612701	0.664605	0.722255	0.777705	0.829757	0.876444	0.910024	0.926522	0.928309	0.922036	0.917629	0.919291	0.922087	0.919683	0.91117	0.902924	0.903009	0.912843	0.92819	0.949979	0.986271	1.03801	1.09134	1.12659	1.1361	1.13449	1.13816	1.14364	1.14093	1.13005	1.11516	1.09904	1.08652	1.08091	1.07896	1.07939	1.08881	1.11274	1.14627	1.17255	1.17702	1.16752	1.16441	1.17404	1.18724	1.19082	1.17514	1.14509	1.12183	1.12354	1.1402	1.13879	1.10424	1.05782	1.02811	1.02089	1.02222	1.02206	1.02289	1.02731	1.0319	1.0362	1.04583	1.06205	1.08105	1.10241	1.13006	1.16731	1.20964	1.2456	1.27004	1.2897	1.31434	1.34719	1.38512	1.4241	1.45952	1.48514	1.49977	1.51319	1.53646	1.57058	1.61095	1.65367	1.69642	1.7405	1.78888	1.84039	1.89312	1.94762	2.00036	2.04632	2.08691	2.12636	2.16636	2.208	2.24924	2.28119	2.29922	2.30995	2.32359	2.34281	2.35953	2.36553	2.36208	2.35895	2.36262	2.37094
19	0.0239249	0.027012	0.0341297	0.0475547	0.0703505	0.105152	0.154062	0.217764	0.300005	0.406131	0.525328	0.624903	0.671949	0.663527	0.634766	0.624093	0.640801	0.678956	0.735685	0.799949	0.854402	0.89708	0.931772	0.952483	0.958158	0.956068	0.951261	0.948417	0.949957	0.950907	0.94599	0.936446	0.927828	0.925951	0.932131	0.945052	0.968323	1.00693	1.05735	1.10589	1.13611	1.1429	1.14009	1.1422	1.1461	1.14424	1.13691	1.12499	1.10949	1.09567	1.08844	1.08713	1.08977	1.10113	1.12844	1.1672	1.19797	1.20546	1.19779	1.19515	1.20505	1.21968	1.22703	1.21635	1.18761	1.16015	1.15502	1.16611	1.16343	1.13022	1.084	1.05244	1.04279	1.04445	1.04803	1.05203	1.05642	1.0596	1.06288	1.07122	1.08713	1.10683	1.12829	1.15665	1.19425	1.2336	1.26417	1.28379	1.29949	1.31974	1.34842	1.38307	1.4199	1.45426	1.47753	1.48819	1.49937	1.52431	1.56258	1.60539	1.6472	1.69006	1.73782	1.79036	1.84482	1.89782	1.94728	1.99281	2.0355	2.07535	2.11083	2.14439	2.18	2.21548	2.24308	2.25781	2.26457	2.27371	2.29061	2.311	2.32555	2.32964	2.32732	2.32658	2.33336
