	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152	153	154	155	156	157	158	159	160	161	162	163	164	165	166	167	168	169	170	171	172	173	174	175	176	177	178	179	180
1	-0.221668	-0.214921	-0.204892	-0.190434	-0.169491	-0.145593	-0.119705	-0.0986832	-0.0946857	-0.104143	-0.117161	-0.133993	-0.147421	-0.157167	-0.163377	-0.159571	-0.147696	-0.135185	-0.137838	-0.156281	-0.170294	-0.176753	-0.174304	-0.166663	-0.159183	-0.148512	-0.140736	-0.152541	-0.169836	-0.181955	-0.193358	-0.203151	-0.208541	-0.210011	-0.2082	-0.205726	-0.20323	-0.194418	-0.174981	-0.154107	-0.138453	-0.127993	-0.123759	-0.123742	-0.124222	-0.117942	-0.105845	-0.0874457	-0.0688372	-0.0492249	-0.021705	0.00674909	0.0311791	0.0558583	0.0850714	0.115703	0.145985	0.174383	0.199865	0.226315	0.25418	0.280247	0.305502	0.323534	0.330325	0.340489	0.350932	0.340506	0.324643	0.310259	0.291703	0.269817	0.242524	0.212329	0.185254	0.16016	0.139335	0.127141	0.125444	0.132409	0.141425	0.141133	0.125461	0.0893701	0.0344915	-0.0320827	-0.111344	-0.19612	-0.270022	-0.336487	-0.388019	-0.427701	-0.465438	-0.491819	-0.51044	-0.529262	-0.546837	-0.559859	-0.570268	-0.578546	-0.591621	-0.606337	-0.616383	-0.624875	-0.631797	-0.637981	-0.643135	-0.647682	-0.648756	-0.659775
2	-0.23575	-0.228999	-0.219251	-0.204183	-0.184549	-0.164459	-0.141546	-0.12167	-0.117104	-0.1237	-0.132833	-0.143959	-0.153274	-0.16201	-0.16607	-0.157256	-0.141956	-0.127787	-0.129142	-0.144689	-0.157539	-0.16081	-0.153205	-0.144438	-0.134621	-0.122391	-0.11818	-0.132678	-0.149478	-0.159163	-0.169003	-0.177296	-0.181725	-0.183765	-0.183559	-0.182132	-0.178815	-0.169842	-0.151331	-0.131683	-0.116123	-0.103797	-0.0982546	-0.0999516	-0.103866	-0.0965667	-0.0802357	-0.0602643	-0.0397776	-0.0185973	0.007902	0.0358472	0.0599287	0.0861678	0.115559	0.148413	0.18139	0.208012	0.230839	0.259642	0.288221	0.313895	0.337388	0.355918	0.365566	0.374357	0.382604	0.373777	0.359576	0.343875	0.323502	0.300958	0.272023	0.240738	0.211306	0.183703	0.158663	0.144499	0.14012	0.140092	0.14381	0.139746	0.124952	0.090392	0.0376081	-0.028259	-0.111757	-0.200141	-0.27375	-0.339694	-0.390457	-0.43035	-0.466091	-0.489712	-0.508539	-0.527885	-0.547706	-0.56249	-0.571591	-0.579291	-0.591549	-0.605302	-0.615507	-0.625123	-0.634164	-0.638776	-0.642316	-0.646116	-0.646326	-0.658397
3	-0.243901	-0.240876	-0.236354	-0.229883	-0.221861	-0.214877	-0.203863	-0.192373	-0.188214	-0.189269	-0.189887	-0.189549	-0.185819	-0.17899	-0.169928	-0.153024	-0.127996	-0.0972158	-0.0840117	-0.0907075	-0.0967568	-0.0962813	-0.0866607	-0.0709786	-0.0534021	-0.0378868	-0.0356339	-0.0584	-0.084458	-0.101938	-0.120128	-0.138881	-0.150224	-0.15448	-0.158881	-0.164843	-0.164889	-0.154329	-0.135773	-0.116719	-0.103736	-0.098726	-0.102084	-0.116428	-0.135214	-0.144075	-0.142018	-0.131125	-0.118664	-0.105735	-0.0867651	-0.0663059	-0.0483999	-0.0258133	5.69E-05	0.0253137	0.0530278	0.0848013	0.112457	0.141131	0.173805	0.208524	0.242387	0.270168	0.285425	0.29991	0.316176	0.316719	0.312626	0.308412	0.298517	0.2851	0.268875	0.253105	0.241261	0.232913	0.226184	0.227994	0.24308	0.26225	0.280248	0.285463	0.270682	0.227986	0.163467	0.082415	-0.0195012	-0.125585	-0.218878	-0.303593	-0.366931	-0.413377	-0.455351	-0.485514	-0.507504	-0.525915	-0.545047	-0.560563	-0.572807	-0.581568	-0.592862	-0.60773	-0.617172	-0.62519	-0.630275	-0.634535	-0.640864	-0.645219	-0.646237	-0.660138
4	-0.201416	-0.193619	-0.181421	-0.166816	-0.146243	-0.1253	-0.103819	-0.084627	-0.0791363	-0.087064	-0.097937	-0.111143	-0.123541	-0.134166	-0.140469	-0.135656	-0.122946	-0.109336	-0.109536	-0.126495	-0.145526	-0.157624	-0.158336	-0.154045	-0.148341	-0.139605	-0.133788	-0.146264	-0.162411	-0.170239	-0.176412	-0.18242	-0.184083	-0.180964	-0.177242	-0.174596	-0.171551	-0.161373	-0.142411	-0.122676	-0.106938	-0.0955564	-0.0895965	-0.0886843	-0.0939014	-0.0916426	-0.0799832	-0.0644926	-0.0483458	-0.0292885	-0.0067517	0.0193691	0.0437129	0.0682089	0.0950897	0.125841	0.157157	0.185888	0.211527	0.240823	0.272031	0.298942	0.323646	0.344324	0.355914	0.364875	0.373146	0.366222	0.355453	0.343051	0.324954	0.304037	0.279902	0.252361	0.22793	0.205706	0.185932	0.174794	0.173321	0.178504	0.186588	0.183851	0.165524	0.12807	0.0739083	0.00575485	-0.0801396	-0.169652	-0.247993	-0.319704	-0.373935	-0.41476	-0.45436	-0.482244	-0.502361	-0.522474	-0.54154	-0.556045	-0.566518	-0.575958	-0.5874	-0.601983	-0.612339	-0.621045	-0.628577	-0.633191	-0.637578	-0.643103	-0.646197	-0.658086
5	-0.230155	-0.220775	-0.207189	-0.189701	-0.166381	-0.143114	-0.118376	-0.0962531	-0.090359	-0.100702	-0.114951	-0.12864	-0.140874	-0.152799	-0.156948	-0.1518	-0.141846	-0.126912	-0.133535	-0.156448	-0.172438	-0.180135	-0.178213	-0.169147	-0.158556	-0.146277	-0.138276	-0.149777	-0.163712	-0.172195	-0.17976	-0.182905	-0.179826	-0.175823	-0.171714	-0.167388	-0.164397	-0.15294	-0.131852	-0.110127	-0.0932928	-0.0836827	-0.0785442	-0.0807977	-0.0847388	-0.0772851	-0.0620772	-0.0414745	-0.0245345	-0.00683455	0.0216945	0.0510677	0.0770696	0.103509	0.132197	0.166316	0.200443	0.228871	0.254099	0.281122	0.308489	0.333691	0.359247	0.379903	0.386941	0.392062	0.400541	0.389499	0.372431	0.357082	0.336104	0.312298	0.283097	0.251634	0.223551	0.196855	0.175325	0.159949	0.153529	0.152769	0.154965	0.148183	0.128764	0.0900243	0.0354445	-0.0298983	-0.111563	-0.199536	-0.275757	-0.344727	-0.397394	-0.437738	-0.473279	-0.498742	-0.521284	-0.543014	-0.56184	-0.5735	-0.582098	-0.590162	-0.602259	-0.617604	-0.62789	-0.636156	-0.643549	-0.648745	-0.655173	-0.657807	-0.657113	-0.670695
6	-0.227505	-0.224076	-0.217859	-0.207172	-0.191736	-0.175768	-0.1593	-0.14341	-0.138487	-0.146517	-0.158171	-0.171111	-0.180051	-0.188595	-0.193396	-0.188063	-0.176291	-0.163683	-0.170065	-0.191758	-0.208383	-0.219223	-0.219484	-0.214265	-0.206937	-0.195744	-0.189061	-0.201639	-0.21399	-0.219249	-0.226107	-0.227566	-0.22188	-0.21514	-0.210387	-0.206632	-0.201155	-0.190451	-0.170074	-0.148063	-0.1342	-0.127338	-0.124302	-0.126968	-0.132209	-0.128402	-0.118446	-0.102583	-0.0847598	-0.0651846	-0.0399765	-0.0139448	0.00753421	0.0313833	0.0593362	0.0900906	0.121852	0.153168	0.179213	0.206931	0.236849	0.268474	0.299159	0.320011	0.332088	0.346953	0.361614	0.355771	0.342906	0.331199	0.313741	0.290389	0.261974	0.231865	0.203798	0.174342	0.14858	0.13294	0.124026	0.118449	0.114554	0.105322	0.0856469	0.0491021	-0.00392408	-0.0658208	-0.137869	-0.214021	-0.284113	-0.347682	-0.394748	-0.432304	-0.465816	-0.487278	-0.506378	-0.526075	-0.543458	-0.554686	-0.562602	-0.570544	-0.58263	-0.598258	-0.607908	-0.614012	-0.620185	-0.626097	-0.632363	-0.63414	-0.63211	-0.644845
7	-0.213956	-0.211542	-0.205361	-0.1962	-0.181209	-0.166971	-0.15257	-0.139565	-0.140532	-0.150234	-0.160877	-0.173462	-0.183397	-0.193287	-0.199223	-0.19715	-0.190347	-0.182207	-0.188055	-0.206354	-0.222281	-0.233344	-0.234713	-0.232416	-0.228344	-0.221896	-0.219026	-0.230658	-0.243383	-0.249831	-0.254848	-0.257727	-0.257687	-0.255832	-0.251585	-0.245719	-0.241834	-0.234818	-0.217128	-0.199337	-0.186752	-0.175505	-0.166756	-0.162299	-0.161892	-0.154561	-0.142019	-0.123546	-0.105357	-0.0864202	-0.0634108	-0.0387041	-0.0155766	0.00997443	0.0376382	0.0681672	0.0991905	0.128915	0.155017	0.183345	0.21429	0.243865	0.273367	0.297448	0.31079	0.323195	0.337797	0.334276	0.321971	0.308003	0.289613	0.268183	0.240003	0.208822	0.179002	0.149142	0.121229	0.10416	0.0993349	0.0992168	0.101968	0.0993216	0.087629	0.061636	0.0176951	-0.0384897	-0.111075	-0.191699	-0.263602	-0.329003	-0.376334	-0.40958	-0.444654	-0.470437	-0.487707	-0.504584	-0.521915	-0.532895	-0.542042	-0.550344	-0.562816	-0.577479	-0.586792	-0.593655	-0.598629	-0.602461	-0.607369	-0.610646	-0.610602	-0.623038
8	-0.199933	-0.193381	-0.181423	-0.16636	-0.145252	-0.121594	-0.0990197	-0.0805651	-0.0749551	-0.0796572	-0.0897491	-0.103683	-0.115547	-0.124766	-0.1292	-0.120409	-0.102183	-0.084753	-0.0847443	-0.106302	-0.13067	-0.14383	-0.143951	-0.13997	-0.135004	-0.123024	-0.118832	-0.137287	-0.155893	-0.165461	-0.173902	-0.181604	-0.181565	-0.174283	-0.167999	-0.164601	-0.162328	-0.149168	-0.124718	-0.0988252	-0.0776476	-0.0647898	-0.0607315	-0.065827	-0.075841	-0.0764072	-0.0653517	-0.0468319	-0.0295398	-0.0100434	0.0158409	0.0438171	0.067791	0.0935414	0.12217	0.152286	0.184121	0.214552	0.241491	0.268629	0.298031	0.326975	0.352669	0.373674	0.383844	0.39168	0.399857	0.39362	0.381341	0.367891	0.353512	0.33686	0.31579	0.295256	0.279931	0.265651	0.252032	0.24883	0.257495	0.274195	0.289776	0.289815	0.271209	0.230064	0.169634	0.0890551	-0.0119451	-0.114773	-0.204173	-0.28445	-0.346889	-0.393553	-0.435416	-0.464615	-0.486091	-0.506037	-0.526039	-0.543301	-0.55539	-0.565966	-0.579329	-0.594469	-0.606588	-0.615642	-0.622021	-0.6285	-0.636561	-0.640476	-0.643947	-0.655318
9	-0.1864	-0.180337	-0.172566	-0.161834	-0.14285	-0.123852	-0.104939	-0.0878787	-0.0830864	-0.0901205	-0.100676	-0.113244	-0.123221	-0.131853	-0.137691	-0.133892	-0.12447	-0.11402	-0.115481	-0.131041	-0.147038	-0.156658	-0.156269	-0.152426	-0.14698	-0.137201	-0.132206	-0.143075	-0.156433	-0.163008	-0.16957	-0.17588	-0.177456	-0.174	-0.169623	-0.165982	-0.161719	-0.151971	-0.134351	-0.118089	-0.104246	-0.0921813	-0.0864976	-0.0892246	-0.0929446	-0.0862724	-0.0731089	-0.0539174	-0.035092	-0.0158079	0.00597835	0.0283428	0.0519208	0.0786496	0.105431	0.134424	0.166315	0.195299	0.219888	0.244511	0.271699	0.299474	0.324552	0.34422	0.353403	0.363023	0.373614	0.367211	0.353964	0.339516	0.3204	0.297792	0.271165	0.240271	0.213246	0.189412	0.163734	0.145919	0.138912	0.137561	0.1384	0.131847	0.114508	0.0813854	0.0309375	-0.0319457	-0.108355	-0.188863	-0.257377	-0.318398	-0.366723	-0.40557	-0.440431	-0.463881	-0.483302	-0.502278	-0.520004	-0.533591	-0.544473	-0.552995	-0.563692	-0.578289	-0.588598	-0.597644	-0.605318	-0.611814	-0.616818	-0.619161	-0.620348	-0.631813
