	161	162	163	164	165	166	167	168	169	170	171	172	173	174	175	176	177	178	179	180	181	182	183	184	185	186	187	188	189	190	191	192	193	194	195	196	197	198	199	200	201	202	203	204	205	206	207	208	209	210	211	212	213	214	215	216	217	218	219	220	221	222	223	224	225	226	227	228	229	230	231	232	233	234	235	236	237	238	239	240	241	242	243	244	245	246	247	248	249	250	251	252	253	254	255	256	257	258	259	260	261	262	263	264	265	266	267	268	269	270	271	272	273	274	275	276	277	278	279	280	281	282	283	284	285	286	287	288	289	290	291	292	293	294	295	296	297	298	299	300	301	302	303	304	305	306	307	308	309	310	311	312	313	314	315	316	317	318	319	320	321	322	323	324	325	326	327	328	329	330	331	332	333	334	335	336	337	338	339	340	341	342	343	344	345	346	347	348	349	350	351	352	353	354	355	356	357	358	359	360	361	362	363	364	365	366	367	368	369	370	371	372	373	374	375	376	377	378	379	380	381	382	383	384	385
1	-1.38826	-1.38426	-1.37365	-1.35743	-1.3435	-1.32985	-1.31152	-1.29201	-1.27348	-1.25469	-1.23249	-1.20355	-1.17074	-1.13941	-1.1091	-1.074	-1.03167	-0.984206	-0.934291	-0.886007	-0.841359	-0.793884	-0.738192	-0.680596	-0.625839	-0.570581	-0.510032	-0.444066	-0.380614	-0.324471	-0.27278	-0.220588	-0.164237	-0.106561	-0.054403	-0.00848908	0.0423392	0.104332	0.167474	0.225037	0.277849	0.327077	0.373943	0.4143	0.44338	0.461443	0.466205	0.454725	0.431433	0.402843	0.371644	0.337987	0.301057	0.262779	0.225719	0.189239	0.153492	0.120095	0.0895494	0.0620641	0.0382928	0.0175252	-0.00258849	-0.0236378	-0.0447885	-0.0626029	-0.0755932	-0.0870788	-0.0998774	-0.112794	-0.123587	-0.131798	-0.13833	-0.144602	-0.151562	-0.159396	-0.167658	-0.174826	-0.180445	-0.185055	-0.189598	-0.19534	-0.200891	-0.205107	-0.209948	-0.216694	-0.224877	-0.232784	-0.238865	-0.244281	-0.250395	-0.255811	-0.258871	-0.259773	-0.259863	-0.260979	-0.262822	-0.26165	-0.25593	-0.248643	-0.241282	-0.233652	-0.226292	-0.217359	-0.204667	-0.188972	-0.171451	-0.152926	-0.133832	-0.113409	-0.0914351	-0.0693207	-0.047319	-0.0233785	0.00361069	0.0322739	0.0611624	0.0904511	0.120517	0.151085	0.182888	0.217361	0.25326	0.288388	0.323791	0.361798	0.402956	0.445894	0.488674	0.530812	0.572578	0.612885	0.650543	0.68594	0.719185	0.748637	0.773401	0.796524	0.822656	0.851455	0.879289	0.90602	0.932958	0.958409	0.980552	0.999651	1.01455	1.02358	1.02852	1.03122	1.03031	1.02395	1.01159	0.995993	0.983758	0.977982	0.976105	0.975677	0.974826	0.971709	0.966237	0.959485	0.952852	0.947881	0.944483	0.939591	0.930456	0.918311	0.907056	0.899026	0.892178	0.883218	0.872826	0.862534	0.850046	0.833669	0.815663	0.797549	0.778084	0.757198	0.736769	0.717061	0.697026	0.677419	0.659768	0.64285	0.624427	0.605621	0.588725	0.574281	0.561273	0.54679	0.528586	0.507593	0.485518	0.462795	0.440038	0.418256	0.396835	0.374856	0.352899	0.330819	0.307645	0.283975	0.260998	0.238427	0.21598	0.195066	0.175837	0.156067	0.134826	0.113698	0.0939678	0.0747839	0.0553238	0.0362245	0.0182692	0.00306409	-0.00835948	-0.0171286	-0.0238294	-0.0283154	-0.0316913	-0.035253	-0.0371635
2	-1.38963	-1.38516	-1.37371	-1.35724	-1.34409	-1.33136	-1.31213	-1.29036	-1.27064	-1.25248	-1.2314	-1.20345	-1.17155	-1.14076	-1.11045	-1.07474	-1.03151	-0.982894	-0.932339	-0.885548	-0.843109	-0.795186	-0.736548	-0.677645	-0.625388	-0.573333	-0.512993	-0.445174	-0.381345	-0.326867	-0.275782	-0.22163	-0.163314	-0.104411	-0.0504907	-0.00437632	0.0438855	0.103414	0.165732	0.223226	0.276813	0.32738	0.375315	0.41807	0.449249	0.465408	0.46773	0.457224	0.435706	0.406877	0.374086	0.339627	0.303444	0.265135	0.226652	0.190424	0.156833	0.124295	0.0930151	0.064846	0.0397824	0.0169732	-0.00370557	-0.0224456	-0.0400695	-0.0575639	-0.0738523	-0.0870181	-0.0976928	-0.107753	-0.117453	-0.12624	-0.135122	-0.14445	-0.152537	-0.159453	-0.166166	-0.172134	-0.177872	-0.183615	-0.188197	-0.192571	-0.197801	-0.203651	-0.211147	-0.219162	-0.225384	-0.231657	-0.239198	-0.245927	-0.251558	-0.257216	-0.261224	-0.261196	-0.260057	-0.262396	-0.265129	-0.262728	-0.257295	-0.251761	-0.244225	-0.235027	-0.226207	-0.216259	-0.20355	-0.18867	-0.172213	-0.154426	-0.135556	-0.115272	-0.0927106	-0.0689094	-0.0462242	-0.0229529	0.00386924	0.032292	0.0600272	0.0885289	0.119099	0.151123	0.183519	0.215673	0.248537	0.283554	0.3206	0.359213	0.398981	0.439375	0.481414	0.525838	0.570735	0.613642	0.652864	0.686945	0.716512	0.743937	0.770021	0.795756	0.824054	0.854483	0.883081	0.908702	0.933484	0.95839	0.980692	0.997617	1.01165	1.02563	1.03595	1.03711	1.03019	1.02101	1.01113	0.999584	0.989141	0.982039	0.977468	0.975	0.97301	0.968637	0.96295	0.9587	0.955211	0.950511	0.943128	0.933163	0.923655	0.91577	0.907429	0.899347	0.892803	0.885228	0.87572	0.865665	0.85379	0.837998	0.81817	0.796505	0.77546	0.755243	0.735083	0.715188	0.696256	0.677758	0.659075	0.641113	0.623669	0.606282	0.590478	0.575796	0.560348	0.544336	0.526824	0.506478	0.484644	0.462635	0.441049	0.42046	0.400215	0.378866	0.355651	0.331472	0.307383	0.283126	0.259522	0.23837	0.218908	0.199469	0.17945	0.158478	0.137377	0.116788	0.0958952	0.0743373	0.0535626	0.0352397	0.0191544	0.00474296	-0.00755493	-0.0170575	-0.0233529	-0.027439	-0.0309673	-0.0338812	-0.0349182
3	-1.39115	-1.38701	-1.37479	-1.35759	-1.34343	-1.32887	-1.30965	-1.29065	-1.27294	-1.25441	-1.23212	-1.20281	-1.16997	-1.13946	-1.11048	-1.07642	-1.03383	-0.984461	-0.93299	-0.885247	-0.841311	-0.79304	-0.73603	-0.677751	-0.624377	-0.572035	-0.512104	-0.444138	-0.380136	-0.325145	-0.273186	-0.21974	-0.162803	-0.103633	-0.0489623	-0.00293564	0.0448333	0.104505	0.167667	0.225162	0.277543	0.327455	0.37634	0.419339	0.449234	0.465135	0.46801	0.457122	0.434591	0.405615	0.374423	0.340637	0.302307	0.262393	0.224733	0.189707	0.156429	0.12332	0.0911869	0.0637954	0.041501	0.0204976	-0.000443436	-0.0203754	-0.0403016	-0.0591566	-0.0734275	-0.0845748	-0.0972387	-0.110658	-0.121433	-0.129615	-0.136866	-0.143767	-0.149992	-0.156284	-0.163366	-0.170104	-0.176076	-0.181364	-0.185593	-0.189862	-0.195799	-0.203636	-0.212398	-0.21961	-0.223844	-0.228479	-0.236249	-0.244695	-0.251648	-0.257438	-0.26165	-0.263257	-0.263375	-0.264086	-0.264024	-0.260246	-0.253886	-0.247588	-0.241092	-0.234118	-0.226404	-0.216667	-0.205294	-0.191739	-0.17422	-0.154215	-0.133438	-0.111391	-0.0886796	-0.0668305	-0.0450718	-0.0209618	0.00575878	0.0336691	0.0623237	0.0913392	0.120665	0.151011	0.1828	0.21671	0.252469	0.288386	0.324292	0.361663	0.401476	0.442942	0.484745	0.527214	0.570433	0.612129	0.650104	0.68465	0.717314	0.746831	0.771511	0.79535	0.822911	0.853189	0.882836	0.910155	0.935133	0.958267	0.97997	0.999152	1.01421	1.02473	1.03105	1.03344	1.03067	1.02235	1.00949	0.994652	0.984092	0.9794	0.975888	0.972634	0.971134	0.969702	0.965812	0.959778	0.954292	0.950176	0.944572	0.935556	0.925226	0.915584	0.906112	0.896853	0.889134	0.882052	0.873747	0.864427	0.85293	0.836928	0.817233	0.796692	0.776614	0.756546	0.7368	0.717782	0.69807	0.67736	0.657682	0.639639	0.622064	0.605244	0.590218	0.575913	0.560689	0.544439	0.526627	0.506397	0.484379	0.462062	0.441053	0.421329	0.401516	0.380496	0.356764	0.33099	0.305318	0.279832	0.255931	0.235187	0.215774	0.196643	0.178002	0.158899	0.139001	0.117834	0.0951113	0.0726421	0.0523098	0.0347178	0.0189133	0.00457476	-0.00670213	-0.0156617	-0.0237809	-0.0295604	-0.0326841	-0.0345561	-0.0344489
4	-1.38967	-1.38537	-1.37506	-1.35896	-1.34361	-1.32868	-1.30994	-1.29019	-1.27162	-1.2538	-1.23332	-1.20541	-1.1728	-1.14176	-1.11166	-1.07684	-1.0355	-0.98804	-0.936262	-0.887144	-0.8435	-0.796178	-0.739479	-0.681736	-0.627707	-0.572868	-0.511992	-0.445147	-0.381596	-0.326952	-0.276748	-0.223841	-0.164892	-0.105178	-0.0523212	-0.00706481	0.0416816	0.102418	0.165935	0.224471	0.27859	0.327682	0.373374	0.41523	0.446815	0.463758	0.466757	0.457532	0.43664	0.406557	0.372643	0.337221	0.298939	0.259323	0.221696	0.186921	0.153716	0.120511	0.0881328	0.0585745	0.033143	0.0116987	-0.00823767	-0.0279506	-0.0466305	-0.0636742	-0.0785735	-0.0910546	-0.102106	-0.114102	-0.126661	-0.136439	-0.143783	-0.150853	-0.157521	-0.164417	-0.171694	-0.177228	-0.180713	-0.184354	-0.189251	-0.194679	-0.200554	-0.207758	-0.215816	-0.222763	-0.229063	-0.237043	-0.245598	-0.25211	-0.256499	-0.259693	-0.261944	-0.263005	-0.263658	-0.26449	-0.263926	-0.261134	-0.257392	-0.253165	-0.246949	-0.238137	-0.22842	-0.218402	-0.206301	-0.191329	-0.174804	-0.15742	-0.138796	-0.118351	-0.0950644	-0.0699009	-0.0455415	-0.0217017	0.00411514	0.0327018	0.0625506	0.0916845	0.119964	0.148813	0.18036	0.215681	0.25227	0.28786	0.323645	0.360899	0.399777	0.440767	0.484298	0.528783	0.571409	0.6115	0.649441	0.685013	0.718134	0.747481	0.772784	0.797958	0.825746	0.855238	0.884305	0.911043	0.936486	0.96199	0.984869	1.00269	1.01669	1.02779	1.03386	1.03324	1.02804	1.02052	1.00957	0.996669	0.987505	0.982691	0.979201	0.976425	0.973058	0.968054	0.962995	0.959203	0.955556	0.949648	0.940948	0.931024	0.921447	0.91302	0.905001	0.896585	0.888577	0.880954	0.871902	0.860856	0.848056	0.833045	0.816164	0.797444	0.776799	0.755958	0.73529	0.71379	0.692809	0.673297	0.653841	0.634575	0.617263	0.602336	0.589218	0.576463	0.561787	0.544638	0.525846	0.504971	0.481684	0.458325	0.43707	0.416252	0.394282	0.37257	0.350824	0.327258	0.303038	0.279534	0.256693	0.234942	0.214006	0.193662	0.173898	0.153175	0.131099	0.109264	0.0881608	0.0674425	0.0476681	0.0288988	0.0114474	-0.00225114	-0.0121467	-0.0205736	-0.0274369	-0.0321726	-0.0357019	-0.039287	-0.0420067
5	-1.3924	-1.38667	-1.37375	-1.35709	-1.34309	-1.32881	-1.31016	-1.29064	-1.2719	-1.25297	-1.23094	-1.20273	-1.17073	-1.13963	-1.11007	-1.07714	-1.03681	-0.988702	-0.936044	-0.886413	-0.84283	-0.796918	-0.74213	-0.684685	-0.629445	-0.573614	-0.512607	-0.445822	-0.382152	-0.327353	-0.276563	-0.223321	-0.165195	-0.105634	-0.0512651	-0.00428739	0.0453923	0.10593	0.168606	0.225867	0.278349	0.327175	0.373823	0.41567	0.446045	0.462296	0.465897	0.456423	0.434238	0.404176	0.370803	0.336101	0.299825	0.261573	0.222825	0.18546	0.150669	0.118285	0.0882222	0.061593	0.0389164	0.0181715	-0.00325457	-0.0244629	-0.0440858	-0.0622349	-0.07704	-0.0883504	-0.100141	-0.113455	-0.125207	-0.134011	-0.141313	-0.148056	-0.153795	-0.159853	-0.1673	-0.173954	-0.179085	-0.18378	-0.188893	-0.19562	-0.202928	-0.208974	-0.214372	-0.219603	-0.224801	-0.231952	-0.241242	-0.249269	-0.254495	-0.258319	-0.260998	-0.262137	-0.262963	-0.263907	-0.263533	-0.26111	-0.257219	-0.2522	-0.245417	-0.237216	-0.2292	-0.220552	-0.208695	-0.193024	-0.174942	-0.156168	-0.137589	-0.117983	-0.0956023	-0.0711839	-0.0468828	-0.0228106	0.00303699	0.0313129	0.0607556	0.0904607	0.119898	0.149525	0.180927	0.214596	0.249956	0.286388	0.323233	0.361206	0.401898	0.444047	0.485565	0.527395	0.570035	0.612011	0.65134	0.68602	0.71659	0.74481	0.7714	0.797303	0.823704	0.851745	0.880462	0.907359	0.932738	0.957871	0.981586	1.0011	1.01571	1.02688	1.03436	1.03676	1.03354	1.02436	1.00976	0.994319	0.984662	0.981027	0.978208	0.973971	0.970175	0.967277	0.963224	0.958261	0.95379	0.948894	0.942234	0.93353	0.924073	0.916001	0.909095	0.900146	0.888535	0.879011	0.872697	0.863658	0.849696	0.834199	0.817445	0.797449	0.775448	0.75415	0.733712	0.713106	0.693299	0.675357	0.657889	0.639857	0.622389	0.605809	0.589234	0.573106	0.557698	0.541687	0.523979	0.504015	0.481891	0.45941	0.438291	0.417708	0.396209	0.373974	0.35089	0.326957	0.303443	0.280376	0.257811	0.236709	0.216148	0.195325	0.17439	0.15322	0.132861	0.113578	0.0935926	0.0720269	0.0501598	0.0297554	0.0112713	-0.00382404	-0.013348	-0.0197624	-0.0266458	-0.0326917	-0.0367113	-0.0402562	-0.0420091
6	-1.39073	-1.38585	-1.37375	-1.35852	-1.34571	-1.33097	-1.31125	-1.29171	-1.27365	-1.25537	-1.23371	-1.20531	-1.17324	-1.14227	-1.11179	-1.07677	-1.03472	-0.986734	-0.93609	-0.888749	-0.846246	-0.79988	-0.743057	-0.683221	-0.627543	-0.572741	-0.512581	-0.446827	-0.383914	-0.329152	-0.278565	-0.225695	-0.16765	-0.107294	-0.0525264	-0.00718691	0.0414294	0.103281	0.167054	0.224155	0.276768	0.326401	0.374436	0.417839	0.448357	0.46344	0.465176	0.454085	0.432548	0.404045	0.371182	0.336739	0.300739	0.262472	0.224016	0.188121	0.155197	0.123082	0.0907492	0.0604149	0.0345576	0.0127476	-0.00706962	-0.0265742	-0.0463468	-0.0640594	-0.077429	-0.0890402	-0.102058	-0.115104	-0.125956	-0.134374	-0.140956	-0.147325	-0.154448	-0.161861	-0.169135	-0.174991	-0.178463	-0.181528	-0.186781	-0.193904	-0.201155	-0.20777	-0.214274	-0.221123	-0.227855	-0.234437	-0.240756	-0.24645	-0.252155	-0.258033	-0.262471	-0.264057	-0.264068	-0.264107	-0.263387	-0.26083	-0.256643	-0.251134	-0.243519	-0.233946	-0.224216	-0.214849	-0.204672	-0.192123	-0.176063	-0.156955	-0.136339	-0.114691	-0.0915243	-0.0681902	-0.0462016	-0.0231746	0.00303433	0.0308789	0.059812	0.0900346	0.120079	0.150067	0.181992	0.216703	0.252697	0.288301	0.324022	0.361608	0.402147	0.444014	0.484916	0.525666	0.567863	0.610266	0.649744	0.685237	0.718133	0.748294	0.775134	0.800494	0.826915	0.855162	0.883073	0.908417	0.93294	0.957943	0.980334	0.998499	1.01459	1.02792	1.03425	1.03296	1.02778	1.02047	1.01013	0.998454	0.988819	0.981785	0.9778	0.977052	0.975902	0.971134	0.964435	0.958948	0.954622	0.950134	0.944886	0.93692	0.925616	0.914887	0.907759	0.901886	0.893976	0.884625	0.8758	0.866438	0.853158	0.835602	0.817409	0.799294	0.778835	0.756763	0.734757	0.712612	0.691282	0.671878	0.653094	0.634332	0.617155	0.601876	0.587931	0.57488	0.560589	0.543563	0.524433	0.503281	0.480215	0.457473	0.437159	0.417805	0.396832	0.374252	0.350639	0.326105	0.301967	0.27861	0.255405	0.233221	0.213085	0.194418	0.174908	0.153489	0.131963	0.111024	0.0895322	0.0676495	0.0473858	0.0298294	0.0136519	-0.00117473	-0.0125738	-0.0211593	-0.0294491	-0.0362428	-0.0394526	-0.0412222	-0.0421545
7	-1.38866	-1.38461	-1.37493	-1.35976	-1.3452	-1.33023	-1.31159	-1.29214	-1.27304	-1.25472	-1.23461	-1.20679	-1.17288	-1.13997	-1.10925	-1.0742	-1.0312	-0.983097	-0.933123	-0.885526	-0.843172	-0.798065	-0.742134	-0.683142	-0.628563	-0.574794	-0.515516	-0.4498	-0.386679	-0.33194	-0.280583	-0.22617	-0.166681	-0.106439	-0.0533258	-0.00867502	0.04019	0.100431	0.161004	0.216449	0.269905	0.320794	0.369095	0.413227	0.445851	0.461573	0.461744	0.448965	0.425846	0.397647	0.367196	0.332895	0.295372	0.258979	0.224792	0.18999	0.15468	0.121269	0.0903152	0.0619509	0.0373558	0.0156349	-0.00540739	-0.0250641	-0.0426279	-0.0591253	-0.0744993	-0.0877919	-0.0990544	-0.109952	-0.120872	-0.129443	-0.134769	-0.139742	-0.146283	-0.153035	-0.159581	-0.166327	-0.171995	-0.176004	-0.179859	-0.185277	-0.19212	-0.199567	-0.207631	-0.215124	-0.22102	-0.227236	-0.23502	-0.242673	-0.248837	-0.253171	-0.255395	-0.255771	-0.255418	-0.256131	-0.257305	-0.255942	-0.251597	-0.246134	-0.239513	-0.230224	-0.219281	-0.2086	-0.197417	-0.184005	-0.167148	-0.147714	-0.128514	-0.109553	-0.0884478	-0.0650274	-0.0409856	-0.0162993	0.0101205	0.0370821	0.0634278	0.0906231	0.120031	0.151777	0.185627	0.220111	0.253795	0.287737	0.323936	0.362845	0.403082	0.443758	0.485375	0.527083	0.567566	0.607672	0.647903	0.685021	0.715775	0.742542	0.768141	0.792462	0.817593	0.84472	0.872138	0.899675	0.92719	0.953017	0.974635	0.991549	1.00669	1.01969	1.02641	1.0256	1.01962	1.01174	1.00303	0.993288	0.983822	0.975587	0.968796	0.96461	0.963025	0.961816	0.959267	0.955549	0.951534	0.947525	0.942188	0.933691	0.92293	0.912187	0.902219	0.893254	0.885756	0.879124	0.871773	0.862404	0.850149	0.834632	0.816755	0.797549	0.777156	0.755972	0.734878	0.714508	0.695474	0.677881	0.660859	0.643894	0.627186	0.610968	0.595634	0.581423	0.56744	0.551137	0.530676	0.508231	0.48667	0.46557	0.444842	0.424752	0.403658	0.38135	0.358511	0.335148	0.312269	0.290092	0.268365	0.247528	0.227216	0.206732	0.185525	0.164037	0.144141	0.125306	0.105062	0.0841622	0.0644257	0.0450315	0.0267377	0.0128577	0.00326613	-0.00498544	-0.0126326	-0.0190308	-0.0239748	-0.0267977	-0.0258738
8	-1.39192	-1.38709	-1.37508	-1.35913	-1.34606	-1.33233	-1.31241	-1.29077	-1.27122	-1.25303	-1.23216	-1.2039	-1.17105	-1.14023	-1.11105	-1.07694	-1.03489	-0.986449	-0.935334	-0.887127	-0.843148	-0.795714	-0.739682	-0.682178	-0.628358	-0.574412	-0.514097	-0.447755	-0.385672	-0.331834	-0.280181	-0.226099	-0.168652	-0.109438	-0.0539241	-0.00592049	0.0446833	0.106139	0.168239	0.223907	0.275058	0.322348	0.3679	0.410241	0.441274	0.457321	0.460109	0.450136	0.42915	0.400837	0.368236	0.333691	0.297434	0.259804	0.222806	0.187365	0.153447	0.121245	0.0911072	0.0632107	0.0385303	0.0176479	-0.00212264	-0.0228854	-0.0427471	-0.0594155	-0.0727195	-0.0838849	-0.0946853	-0.106284	-0.117341	-0.125405	-0.131923	-0.140339	-0.150028	-0.158815	-0.166166	-0.171886	-0.176157	-0.179367	-0.183194	-0.189175	-0.195916	-0.202702	-0.209488	-0.214768	-0.219233	-0.225261	-0.232999	-0.240897	-0.247877	-0.2535	-0.257246	-0.258324	-0.257731	-0.258352	-0.259664	-0.258438	-0.254115	-0.247073	-0.237584	-0.227969	-0.219422	-0.209853	-0.198128	-0.184608	-0.168276	-0.149709	-0.131415	-0.112397	-0.0896672	-0.0649869	-0.0421997	-0.0193385	0.00765131	0.0373613	0.066233	0.0939528	0.122197	0.151799	0.183522	0.218267	0.254455	0.29005	0.325861	0.362973	0.400741	0.440173	0.483204	0.527809	0.570948	0.612297	0.651079	0.685785	0.716721	0.744885	0.770626	0.795232	0.821504	0.849543	0.876607	0.903329	0.930501	0.95472	0.974616	0.991866	1.00735	1.02009	1.02706	1.027	1.02181	1.01355	1.00324	0.992499	0.98358	0.976885	0.972454	0.970487	0.968485	0.964152	0.958882	0.95444	0.950346	0.945875	0.940041	0.931796	0.921543	0.910685	0.901436	0.894222	0.887556	0.881152	0.874155	0.864449	0.851174	0.835464	0.818219	0.798842	0.777965	0.757357	0.737324	0.71696	0.69577	0.675019	0.65612	0.638335	0.621592	0.607199	0.59442	0.581236	0.566563	0.550117	0.531339	0.509732	0.487088	0.465749	0.445414	0.424868	0.404191	0.38361	0.362323	0.339975	0.317039	0.293414	0.269783	0.247338	0.226188	0.206092	0.186185	0.166049	0.146284	0.126451	0.105723	0.0844239	0.0637238	0.044786	0.0288475	0.0165815	0.00631694	-0.00354264	-0.0123872	-0.0188994	-0.0223322	-0.0239803	-0.0252577
9	-1.39171	-1.38769	-1.37573	-1.35806	-1.34366	-1.33003	-1.31099	-1.29047	-1.271	-1.25087	-1.22742	-1.19907	-1.16917	-1.14093	-1.11198	-1.07711	-1.03464	-0.986023	-0.93432	-0.885777	-0.842929	-0.797297	-0.741608	-0.682635	-0.626883	-0.571588	-0.511725	-0.446322	-0.382982	-0.328051	-0.278485	-0.227117	-0.169507	-0.108989	-0.0540069	-0.00734277	0.0421434	0.102313	0.163379	0.219176	0.272454	0.323513	0.372276	0.414943	0.444281	0.45939	0.462531	0.452902	0.4313	0.401466	0.36768	0.333644	0.2982	0.2599	0.222181	0.186354	0.151589	0.119195	0.0900503	0.0635741	0.0388367	0.015308	-0.00604297	-0.0246288	-0.0420458	-0.0590582	-0.0741149	-0.0859448	-0.0958307	-0.106526	-0.117906	-0.127598	-0.136144	-0.144604	-0.151389	-0.157033	-0.163925	-0.170784	-0.175932	-0.180413	-0.18478	-0.189786	-0.196548	-0.204164	-0.211621	-0.218452	-0.223919	-0.22889	-0.234825	-0.241581	-0.248195	-0.253611	-0.256832	-0.257345	-0.256621	-0.257544	-0.2593	-0.25763	-0.252259	-0.245886	-0.238309	-0.229466	-0.221142	-0.212614	-0.201553	-0.187454	-0.171217	-0.153635	-0.134582	-0.113214	-0.0893428	-0.064896	-0.0420458	-0.0191785	0.00684739	0.0354787	0.0645547	0.0943319	0.124611	0.153601	0.183162	0.216747	0.253252	0.289785	0.32572	0.362247	0.400479	0.440872	0.483859	0.52798	0.570522	0.611217	0.649489	0.683388	0.714466	0.743986	0.770274	0.794977	0.820855	0.84748	0.874879	0.903049	0.93009	0.954508	0.975072	0.991394	1.00535	1.01704	1.02456	1.02699	1.02338	1.01412	1.00126	0.988533	0.980357	0.975847	0.972153	0.969553	0.967598	0.964776	0.960557	0.955044	0.949576	0.945409	0.940403	0.932256	0.922576	0.913026	0.903471	0.894178	0.885381	0.877194	0.869771	0.861578	0.850855	0.837833	0.82199	0.80215	0.77979	0.757994	0.738747	0.720948	0.701889	0.681268	0.660698	0.641257	0.62372	0.608008	0.592723	0.577877	0.56416	0.549793	0.532057	0.510506	0.487753	0.466111	0.445444	0.424595	0.402788	0.38081	0.359237	0.336791	0.313074	0.290298	0.270219	0.250897	0.229969	0.208447	0.187666	0.166919	0.145933	0.125392	0.10562	0.0858144	0.0652331	0.0455698	0.0285974	0.0143615	0.00262848	-0.00749672	-0.0156266	-0.0202502	-0.0225137	-0.0244007	-0.0252274
