	181	182	183	184	185	186	187	188	189	190	191	192	193	194	195	196	197	198	199	200	201	202	203	204	205	206	207	208	209	210	211	212	213	214	215	216	217	218	219	220	221	222	223	224	225	226	227	228	229	230	231	232	233	234	235	236	237	238	239	240	241	242	243	244	245	246	247	248	249	250	251	252	253	254	255	256	257	258	259	260	261	262	263	264	265	266	267	268	269	270	271	272	273	274	275	276	277	278	279	280	281	282	283	284	285	286	287	288	289	290	291	292	293	294	295	296	297	298	299	300	301
1	-0.670179	-0.674731	-0.678528	-0.680688	-0.683459	-0.685345	-0.685375	-0.687884	-0.693339	-0.694993	-0.693243	-0.693872	-0.692458	-0.692646	-0.695037	-0.695735	-0.696272	-0.696355	-0.69718	-0.701697	-0.702783	-0.703237	-0.704586	-0.706729	-0.707008	-0.70751	-0.70864	-0.707099	-0.705895	-0.706868	-0.711141	-0.713934	-0.712559	-0.711704	-0.712795	-0.713877	-0.714309	-0.716181	-0.717246	-0.718931	-0.725123	-0.721405	-0.713362	-0.711193	-0.710578	-0.709932	-0.708356	-0.710626	-0.706707	-0.705105	-0.706868	-0.707427	-0.705655	-0.704481	-0.700881	-0.693204	-0.692781	-0.69502	-0.699829	-0.701474	-0.69958	-0.700043	-0.70236	-0.699449	-0.698441	-0.698502	-0.693261	-0.691253	-0.691611	-0.686819	-0.685977	-0.695199	-0.693322	-0.683743	-0.680155	-0.678925	-0.676673	-0.67323	-0.673365	-0.672916	-0.675246	-0.674469	-0.673719	-0.677978	-0.68232	-0.676084	-0.674295	-0.676983	-0.673252	-0.673011	-0.674845	-0.675936	-0.673478	-0.669612	-0.670476	-0.672169	-0.672654	-0.679051	-0.678096	-0.681535	-0.689351	-0.694064	-0.695757	-0.692248	-0.68215	-0.675002	-0.687544	-0.695002	-0.689888	-0.683616	-0.684672	-0.683197	-0.677642	-0.693903	-0.701732	-0.695303	-0.697533	-0.707422	-0.705258	-0.706244	-0.703146
2	-0.673391	-0.679216	-0.682551	-0.685407	-0.689252	-0.692172	-0.692988	-0.694772	-0.698458	-0.699201	-0.699357	-0.700958	-0.699868	-0.700684	-0.702303	-0.701031	-0.701017	-0.698937	-0.69786	-0.702997	-0.708475	-0.710131	-0.708608	-0.71098	-0.712914	-0.710697	-0.709164	-0.709625	-0.709543	-0.711222	-0.714219	-0.715801	-0.718406	-0.718949	-0.719469	-0.721417	-0.72108	-0.719405	-0.719707	-0.722726	-0.724401	-0.717289	-0.713306	-0.714	-0.714328	-0.714	-0.715167	-0.716198	-0.712827	-0.713776	-0.714237	-0.713785	-0.710998	-0.708749	-0.706815	-0.703316	-0.699995	-0.698631	-0.702718	-0.709853	-0.70978	-0.709201	-0.711806	-0.705579	-0.704735	-0.705433	-0.698727	-0.696232	-0.699316	-0.693887	-0.692528	-0.702203	-0.702869	-0.694726	-0.685722	-0.68553	-0.688422	-0.687642	-0.686032	-0.686793	-0.684116	-0.679723	-0.686935	-0.690105	-0.694653	-0.692354	-0.68496	-0.683705	-0.677533	-0.678145	-0.681849	-0.684855	-0.686561	-0.67736	-0.67335	-0.678413	-0.682902	-0.68813	-0.685489	-0.680106	-0.683491	-0.692039	-0.7013	-0.705725	-0.697796	-0.686707	-0.685977	-0.69588	-0.698138	-0.698307	-0.70369	-0.699744	-0.697828	-0.716235	-0.719456	-0.705492	-0.700451	-0.703845	-0.717686	-0.733602	-0.725464
3	-0.672337	-0.676016	-0.680635	-0.68295	-0.684014	-0.686338	-0.686751	-0.687331	-0.691699	-0.696547	-0.69575	-0.692562	-0.692504	-0.694052	-0.695145	-0.694085	-0.6926	-0.691649	-0.691069	-0.696593	-0.700981	-0.701945	-0.701974	-0.701607	-0.702738	-0.704936	-0.703885	-0.702875	-0.703163	-0.705654	-0.710906	-0.711691	-0.70983	-0.708791	-0.709229	-0.708332	-0.705178	-0.706705	-0.708478	-0.712124	-0.717665	-0.715742	-0.711699	-0.707998	-0.704861	-0.705504	-0.707168	-0.705758	-0.700009	-0.700481	-0.703138	-0.704444	-0.706588	-0.706885	-0.700018	-0.69696	-0.698991	-0.698829	-0.69857	-0.698445	-0.700289	-0.704223	-0.70847	-0.706663	-0.70827	-0.707535	-0.700372	-0.695141	-0.697802	-0.697039	-0.694757	-0.694882	-0.696259	-0.69696	-0.692955	-0.688995	-0.682642	-0.675328	-0.677201	-0.680264	-0.68154	-0.68212	-0.687406	-0.691765	-0.695716	-0.693555	-0.690464	-0.689183	-0.682525	-0.679608	-0.68174	-0.686388	-0.686421	-0.678132	-0.683739	-0.690601	-0.689867	-0.696175	-0.702875	-0.704623	-0.706576	-0.710798	-0.718403	-0.721624	-0.716217	-0.704256	-0.704252	-0.711344	-0.720435	-0.72338	-0.724482	-0.719113	-0.715299	-0.728307	-0.723839	-0.714744	-0.722346	-0.735863	-0.727623	-0.726814	-0.738149
4	-0.669802	-0.67273	-0.67432	-0.679046	-0.683746	-0.686344	-0.688499	-0.691592	-0.696387	-0.698386	-0.69637	-0.698937	-0.699524	-0.699819	-0.703155	-0.704645	-0.70597	-0.705636	-0.704984	-0.708203	-0.71044	-0.711604	-0.711205	-0.712069	-0.713894	-0.715001	-0.713955	-0.712851	-0.712378	-0.715753	-0.718815	-0.720045	-0.721066	-0.717074	-0.715167	-0.716813	-0.717412	-0.718129	-0.719602	-0.722634	-0.726995	-0.725049	-0.722017	-0.721448	-0.717895	-0.716622	-0.718716	-0.720705	-0.71932	-0.717842	-0.718138	-0.722378	-0.725909	-0.724215	-0.719089	-0.716557	-0.716418	-0.71862	-0.7221	-0.720527	-0.721583	-0.724976	-0.728281	-0.725714	-0.726822	-0.731583	-0.728429	-0.723633	-0.723016	-0.7217	-0.720327	-0.722586	-0.723525	-0.718181	-0.713307	-0.713003	-0.71107	-0.707221	-0.707165	-0.709285	-0.70978	-0.711161	-0.713755	-0.714789	-0.717221	-0.71395	-0.710518	-0.709328	-0.701387	-0.698186	-0.698346	-0.699793	-0.701765	-0.70382	-0.70574	-0.708946	-0.708138	-0.702495	-0.700962	-0.708038	-0.712469	-0.714763	-0.717712	-0.722777	-0.715727	-0.703842	-0.706196	-0.708216	-0.706439	-0.704541	-0.699433	-0.701809	-0.707543	-0.723329	-0.728207	-0.709693	-0.706066	-0.715553	-0.713972	-0.71872	-0.723446
5	-0.684369	-0.688037	-0.690599	-0.695619	-0.700616	-0.702524	-0.704314	-0.708896	-0.715505	-0.717206	-0.71331	-0.712276	-0.710442	-0.710349	-0.711693	-0.713124	-0.712616	-0.709762	-0.710729	-0.716301	-0.719562	-0.721969	-0.721293	-0.723918	-0.722579	-0.719606	-0.719734	-0.720675	-0.719681	-0.721095	-0.726547	-0.726918	-0.72341	-0.721514	-0.72451	-0.728142	-0.72523	-0.723812	-0.72235	-0.72645	-0.730722	-0.723878	-0.720065	-0.718576	-0.715311	-0.716623	-0.716853	-0.710822	-0.708308	-0.713292	-0.714335	-0.714883	-0.715589	-0.712019	-0.701561	-0.696555	-0.700845	-0.702158	-0.704389	-0.703117	-0.70191	-0.705719	-0.710963	-0.708061	-0.705679	-0.702145	-0.695084	-0.694925	-0.697921	-0.697589	-0.699458	-0.70495	-0.699754	-0.690736	-0.684047	-0.68061	-0.680419	-0.678175	-0.680437	-0.679823	-0.677583	-0.679889	-0.687975	-0.689645	-0.687984	-0.685965	-0.68421	-0.679978	-0.667421	-0.670452	-0.679085	-0.684493	-0.680526	-0.669961	-0.671702	-0.67392	-0.676593	-0.685903	-0.689349	-0.693003	-0.695782	-0.697488	-0.699595	-0.697912	-0.690171	-0.67924	-0.684228	-0.697779	-0.705047	-0.696312	-0.694567	-0.687935	-0.692402	-0.718802	-0.724148	-0.709938	-0.706519	-0.720437	-0.720481	-0.717781	-0.711883
6	-0.659109	-0.661697	-0.663583	-0.66777	-0.67051	-0.669038	-0.670149	-0.674445	-0.679429	-0.682683	-0.679115	-0.679237	-0.678671	-0.675852	-0.67773	-0.677477	-0.677834	-0.676497	-0.674497	-0.680069	-0.68636	-0.689314	-0.687946	-0.688012	-0.689393	-0.689358	-0.688648	-0.684766	-0.683128	-0.686138	-0.691911	-0.694969	-0.69317	-0.689406	-0.688081	-0.687829	-0.685567	-0.686217	-0.692107	-0.698167	-0.700476	-0.695392	-0.691288	-0.688229	-0.68677	-0.689044	-0.688831	-0.685668	-0.680897	-0.68301	-0.684395	-0.68511	-0.68365	-0.68264	-0.677882	-0.671783	-0.672436	-0.67512	-0.677886	-0.680439	-0.683184	-0.685864	-0.685846	-0.683925	-0.68802	-0.686543	-0.67627	-0.676911	-0.682622	-0.678257	-0.676998	-0.682858	-0.681115	-0.67742	-0.672449	-0.667918	-0.668097	-0.662176	-0.660525	-0.662424	-0.663252	-0.661875	-0.665505	-0.663339	-0.664842	-0.666637	-0.671299	-0.671735	-0.663156	-0.663631	-0.664646	-0.663235	-0.658908	-0.651846	-0.654029	-0.652225	-0.657558	-0.668572	-0.670362	-0.664389	-0.666894	-0.676911	-0.679934	-0.685315	-0.687576	-0.680736	-0.683855	-0.683698	-0.677725	-0.68145	-0.678688	-0.670245	-0.66936	-0.691419	-0.688609	-0.668471	-0.679159	-0.693845	-0.694468	-0.707696	-0.703844
7	-0.63579	-0.639079	-0.64278	-0.6447	-0.64589	-0.649	-0.651078	-0.654005	-0.659971	-0.662391	-0.658086	-0.656726	-0.657959	-0.659385	-0.659783	-0.660046	-0.65974	-0.659061	-0.658961	-0.664582	-0.668913	-0.671354	-0.67155	-0.673803	-0.674586	-0.675015	-0.675745	-0.675339	-0.673834	-0.675894	-0.681695	-0.684464	-0.68344	-0.679648	-0.679459	-0.683589	-0.685566	-0.684652	-0.681975	-0.68428	-0.692071	-0.688099	-0.681091	-0.680968	-0.682535	-0.683326	-0.68187	-0.68113	-0.680759	-0.684241	-0.684206	-0.68155	-0.683335	-0.683698	-0.679796	-0.67627	-0.678291	-0.677194	-0.675802	-0.675697	-0.679564	-0.685461	-0.685597	-0.68295	-0.684853	-0.687591	-0.684604	-0.680995	-0.681699	-0.680094	-0.681423	-0.683633	-0.678764	-0.675999	-0.668834	-0.664285	-0.666949	-0.665894	-0.666507	-0.666896	-0.666686	-0.66704	-0.670601	-0.674639	-0.67806	-0.673733	-0.671017	-0.671927	-0.66617	-0.66862	-0.665903	-0.665291	-0.663886	-0.66026	-0.66117	-0.665741	-0.669775	-0.679193	-0.680124	-0.677863	-0.680531	-0.685085	-0.686257	-0.693698	-0.691677	-0.680487	-0.683488	-0.69138	-0.700264	-0.697561	-0.684258	-0.680308	-0.683094	-0.693186	-0.693921	-0.690387	-0.689061	-0.69452	-0.693471	-0.689057	-0.684114
8	-0.66573	-0.672766	-0.677265	-0.680303	-0.683113	-0.686648	-0.689773	-0.691925	-0.695646	-0.69785	-0.698663	-0.700206	-0.700902	-0.702211	-0.700686	-0.700297	-0.702064	-0.703901	-0.703223	-0.70703	-0.711231	-0.713059	-0.714235	-0.715402	-0.716262	-0.718946	-0.719145	-0.717481	-0.718285	-0.72271	-0.724837	-0.726505	-0.72791	-0.729046	-0.731691	-0.735201	-0.735382	-0.733559	-0.736657	-0.740988	-0.745556	-0.743283	-0.740448	-0.740093	-0.735776	-0.736217	-0.738507	-0.737094	-0.733844	-0.735633	-0.740889	-0.744471	-0.745349	-0.744264	-0.73849	-0.733533	-0.732327	-0.737907	-0.743128	-0.743767	-0.742224	-0.746183	-0.749554	-0.748301	-0.751188	-0.746494	-0.739147	-0.741442	-0.743901	-0.739043	-0.741896	-0.752921	-0.750682	-0.744865	-0.741213	-0.740361	-0.738036	-0.731609	-0.735175	-0.737241	-0.735936	-0.735901	-0.739143	-0.742799	-0.74515	-0.742051	-0.742885	-0.743724	-0.739251	-0.740655	-0.743102	-0.741347	-0.742371	-0.73785	-0.740029	-0.743841	-0.747774	-0.749956	-0.750159	-0.755328	-0.753712	-0.760117	-0.767006	-0.767888	-0.763095	-0.749342	-0.749922	-0.755402	-0.758038	-0.751944	-0.749705	-0.750639	-0.749999	-0.769535	-0.770209	-0.75822	-0.756556	-0.76762	-0.768173	-0.766479	-0.769258
9	-0.645157	-0.649663	-0.654539	-0.659327	-0.662601	-0.663934	-0.665717	-0.669053	-0.674807	-0.678783	-0.677429	-0.678854	-0.680619	-0.682984	-0.684692	-0.683576	-0.684383	-0.685495	-0.686334	-0.689966	-0.693134	-0.697737	-0.698734	-0.69794	-0.696726	-0.696519	-0.699246	-0.700221	-0.699347	-0.702551	-0.707643	-0.708738	-0.708005	-0.706404	-0.708292	-0.712034	-0.711562	-0.710004	-0.710741	-0.714594	-0.721597	-0.719978	-0.714991	-0.716602	-0.715481	-0.714192	-0.71616	-0.718036	-0.717118	-0.717925	-0.719333	-0.721407	-0.722872	-0.723583	-0.719422	-0.713588	-0.713892	-0.7171	-0.719748	-0.721509	-0.722012	-0.726831	-0.732704	-0.732788	-0.730118	-0.72661	-0.720489	-0.718724	-0.723296	-0.723508	-0.723128	-0.728424	-0.725851	-0.719686	-0.718336	-0.71789	-0.714126	-0.711946	-0.712083	-0.714461	-0.717917	-0.719302	-0.723265	-0.723393	-0.723843	-0.722255	-0.723583	-0.729659	-0.726456	-0.725666	-0.725577	-0.725794	-0.721407	-0.720595	-0.725401	-0.725511	-0.722961	-0.731429	-0.735899	-0.730723	-0.735211	-0.744129	-0.742298	-0.742585	-0.747946	-0.746795	-0.746199	-0.748286	-0.752964	-0.750625	-0.750448	-0.752734	-0.750753	-0.762756	-0.76723	-0.756154	-0.752902	-0.761436	-0.760263	-0.762734	-0.77088
